frame,sec,nsec,scan_time,dx,dy,dtheta,x,y,theta,bag_path
680, 1591289263, 3359602, 0, 0.203162, 0.0647077, 0.247333, 3.49623, 2.38388, 9.5361,2020-06-04-16-46-44.bag
681, 1591289263, 290896365, 0, 0.206701, 0.0693991, 0.239308, 3.29852, 2.29194, 9.7754,2020-06-04-16-46-44.bag
682, 1591289263, 597523110, 0, 0.217257, 0.064502, 0.22651, 3.11664, 2.15674, 10.0019,2020-06-04-16-46-44.bag
683, 1591289263, 882469235, 0, 0.218399, 0.0423071, 0.121996, 2.9567, 2.00212, 10.1239,2020-06-04-16-46-44.bag
684, 1591289264, 188915615, 0, 0.232452, 0.0256405, 0.0557462, 2.79528, 1.8329, 10.1797,2020-06-04-16-46-44.bag
685, 1591289264, 475192017, 0, 0.237784, 0.010711, 0.011674, 2.62943, 1.66217, 10.1913,2020-06-04-16-46-44.bag
686, 1591289264, 761449824, 0, 0.236505, -0.017396, -0.0467288, 2.447, 1.51065, 10.1446,2020-06-04-16-46-44.bag
687, 1591289265, 68761569, 0, 0.203913, -0.0230339, -0.112932, 2.27849, 1.39354, 10.0317,2020-06-04-16-46-44.bag
688, 1591289265, 356287620, 0, 0.211155, -0.0200572, -0.124784, 2.09361, 1.28959, 9.90689,2020-06-04-16-46-44.bag
689, 1591289265, 662813681, 0, 0.205092, -0.0241175, -0.117514, 1.90071, 1.21587, 9.78937,2020-06-04-16-46-44.bag
690, 1591289265, 951547858, 0, 0.194331, -0.024274, -0.102967, 1.71049, 1.16925, 9.68641,2020-06-04-16-46-44.bag
691, 1591289266, 259328797, 0, 0.191655, -0.0103599, -0.0739897, 1.52268, 1.12969, 9.61242,2020-06-04-16-46-44.bag
692, 1591289266, 548078610, 0, 0.183692, 0.00104889, -0.017431, 1.34241, 1.09439, 9.59498,2020-06-04-16-46-44.bag
693, 1591289266, 855869987, 0, 0.192643, 0.00455598, 0.0118882, 1.15332, 1.05727, 9.60687,2020-06-04-16-46-44.bag
694, 1591289267, 144607493, 0, 0.211456, 0.011058, 0.0285961, 0.947364, 1.0081, 9.63547,2020-06-04-16-46-44.bag
695, 1591289267, 452398403, 0, 0.253493, 0.00899128, 0.0428347, 0.701356, 0.946295, 9.6783,2020-06-04-16-46-44.bag
696, 1591289267, 743534736, 0, 0.2405, 0.0348852, 0.123916, 0.477294, 0.852203, 9.80222,2020-06-04-16-46-44.bag
697, 1591289268, 52543179, 0, 0.234522, 0.0503401, 0.198361, 0.277832, 0.718975, 10.0006,2020-06-04-16-46-44.bag
698, 1591289268, 343927137, 0, 0.2198, 0.0873292, 0.327149, 0.141025, 0.526045, 10.3277,2020-06-04-16-46-44.bag
699, 1591289268, 652076867, 0, 0.229183, 0.0908683, 0.332819, 0.0704383, 0.289825, 10.6605,2020-06-04-16-46-44.bag
700, 1591289268, 938379514, 0, 0.231735, 0.0859849, 0.290946, 0.0754494, 0.0427034, 10.9515,2020-06-04-16-46-44.bag
701, 1591289269, 244476749, 0, 0.213473, 0.0911289, 0.277877, 0.157083, -0.174578, 11.2294,2020-06-04-16-46-44.bag
702, 1591289269, 533225764, 0, 0.184507, 0.0793997, 0.278739, 0.277067, -0.335671, 11.5081,2020-06-04-16-46-44.bag
703, 1591289269, 819501445, 0, 0.170309, 0.0708194, 0.277819, 0.422304, -0.449367, 11.7859,2020-06-04-16-46-44.bag
704, 1591289270, 124767615, 0, 0.168519, 0.0619442, 0.235563, 0.585638, -0.523919, 12.0215,2020-06-04-16-46-44.bag
705, 1591289270, 411026227, 0, 0.188674, 0.055401, 0.169696, 0.775706, -0.574333, 12.1912,2020-06-04-16-46-44.bag
706, 1591289270, 718780271, 0, 0.202553, 0.0441253, 0.166313, 0.980338, -0.607501, 12.3575,2020-06-04-16-46-44.bag
707, 1591289271, 6299405, 0, 0.217738, 0.0461143, 0.157191, 1.20291, -0.607537, 12.5147,2020-06-04-16-46-44.bag
708, 1591289271, 312805907, 0, 0.230488, 0.0446739, 0.131978, 1.43539, -0.574829, 12.6467,2020-06-04-16-46-44.bag
709, 1591289271, 599088078, 0, 0.240282, 0.0281353, 0.0788836, 1.67264, -0.52751, 12.7256,2020-06-04-16-46-44.bag
710, 1591289271, 904336295, 0, 0.253986, 0.00659212, 0.014955, 1.92237, -0.480741, 12.7405,2020-06-04-16-46-44.bag
711, 1591289272, 191863692, 0, 0.255185, -0.00567302, -0.0204754, 2.17468, -0.442115, 12.72,2020-06-04-16-46-44.bag
712, 1591289272, 499614051, 0, 0.239722, -0.00865428, -0.0252204, 2.4129, -0.413976, 12.6948,2020-06-04-16-46-44.bag
713, 1591289272, 788387800, 0, 0.238405, -0.00520359, -0.0274975, 2.65001, -0.388599, 12.6673,2020-06-04-16-46-44.bag
714, 1591289273, 96552772, 0, 0.251368, -0.00352092, -0.027129, 2.90046, -0.366771, 12.6402,2020-06-04-16-46-44.bag
715, 1591289273, 385334924, 0, 0.25788, -0.00298746, -0.0136428, 3.15785, -0.350731, 12.6265,2020-06-04-16-46-44.bag
716, 1591289273, 694336697, 0, 0.25536, 0.00518151, 0.0202884, 3.41244, -0.330203, 12.6468,2020-06-04-16-46-44.bag
717, 1591289273, 983106088, 0, 0.260586, 0.00686876, 0.0328243, 3.67163, -0.302412, 12.6797,2020-06-04-16-46-44.bag
718, 1591289274, 271867022, 0, 0.262345, 0.0111229, 0.0456896, 3.93104, -0.261703, 12.7253,2020-06-04-16-46-44.bag
719, 1591289274, 579605472, 0, 0.366115, 0.0148888, 0.0782355, 4.29018, -0.189044, 12.8036,2020-06-04-16-46-44.bag
720, 1591289274, 868415925, 0, 0.300074, 0.0396533, 0.136955, 4.57253, -0.0799857, 12.9405,2020-06-04-16-46-44.bag
721, 1591289275, 176121327, 0, 0.209394, 0.0504839, 0.168402, 4.74899, 0.0435383, 13.1089,2020-06-04-16-46-44.bag
722, 1591289275, 461953245, 0, 0.23245, 0.0374798, 0.172868, 4.9287, 0.195658, 13.2818,2020-06-04-16-46-44.bag
723, 1591289275, 769703112, 0, 0.241019, 0.0453124, 0.188883, 5.0809, 0.387955, 13.4707,2020-06-04-16-46-44.bag
724, 1591289276, 58481583, 0, 0.244675, 0.0675346, 0.210592, 5.17908, 0.622022, 13.6813,2020-06-04-16-46-44.bag
725, 1591289276, 364978757, 0, 0.243996, 0.0719311, 0.217444, 5.22192, 0.872767, 13.8987,2020-06-04-16-46-44.bag
726, 1591289276, 652497221, 0, 0.240662, 0.0669928, 0.215468, 5.21366, 1.12244, 14.1142,2020-06-04-16-46-44.bag
727, 1591289276, 959002884, 0, 0.236835, 0.066499, 0.206579, 5.15262, 1.36074, 14.3208,2020-06-04-16-46-44.bag
728, 1591289277, 246520250, 0, 0.220724, 0.0585155, 0.187661, 5.05479, 1.56707, 14.5084,2020-06-04-16-46-44.bag
729, 1591289277, 553049417, 0, 0.212902, 0.0496906, 0.172629, 4.93125, 1.74744, 14.6811,2020-06-04-16-46-44.bag
730, 1591289277, 839310928, 0, 0.212779, 0.0375781, 0.142814, 4.78898, 1.91007, 14.8239,2020-06-04-16-46-44.bag
731, 1591289278, 145803470, 0, 0.208657, 0.0240383, 0.0901902, 4.63811, 2.05619, 14.9141,2020-06-04-16-46-44.bag
732, 1591289278, 433318750, 0, 0.200679, 0.00993446, 0.0431292, 4.49033, 2.19233, 14.9572,2020-06-04-16-46-44.bag
733, 1591289278, 742363966, 0, 0.202983, 0.00623075, 0.0447143, 4.33767, 2.32625, 15.0019,2020-06-04-16-46-44.bag
734, 1591289279, 32405115, 0, 0.207243, 0.0196052, 0.0994457, 4.16725, 2.4458, 15.1014,2020-06-04-16-46-44.bag
735, 1591289279, 323598996, 0, 0.208426, 0.041512, 0.193329, 3.97235, 2.53051, 15.2947,2020-06-04-16-46-44.bag
736, 1591289279, 631357407, 0, 0.19929, 0.0459838, 0.207938, 3.77137, 2.56844, 15.5026,2020-06-04-16-46-44.bag
737, 1591289279, 918880160, 0, 0.187418, 0.0631443, 0.211662, 3.57501, 2.54484, 15.7143,2020-06-04-16-46-44.bag
738, 1591289280, 227877894, 0, 0.202048, 0.058206, 0.221077, 3.37333, 2.48536, 15.9354,2020-06-04-16-46-44.bag
739, 1591289280, 515406975, 0, 0.194033, 0.0585489, 0.235801, 3.1975, 2.38457, 16.1712,2020-06-04-16-46-44.bag
740, 1591289280, 821916137, 0, 0.212367, 0.0633637, 0.225801, 3.03582, 2.233, 16.397,2020-06-04-16-46-44.bag
741, 1591289281, 108186430, 0, 0.239805, 0.0620057, 0.161141, 2.89014, 2.03267, 16.5581,2020-06-04-16-46-44.bag
742, 1591289281, 410968858, 0, 0.220346, 0.0436905, -0.0349417, 2.77756, 1.83828, 16.5232,2020-06-04-16-46-44.bag
743, 1591289281, 695959695, 0, 0.162476, 0.0335464, -0.0023971, 2.69057, 1.69702, 16.5208,2020-06-04-16-46-44.bag
744, 1591289282, 2475073, 0, 0.222078, -0.0195804, -0.123076, 2.52368, 1.5492, 16.3977,2020-06-04-16-46-44.bag
745, 1591289282, 291231757, 0, 0.194094, -0.0158629, -0.115724, 2.36385, 1.43793, 16.282,2020-06-04-16-46-44.bag
746, 1591289282, 598987823, 0, 0.19002, -0.030472, -0.12335, 2.18774, 1.36034, 16.1586,2020-06-04-16-46-44.bag
747, 1591289282, 888994340, 0, 0.174619, -0.0156434, -0.0820542, 2.02374, 1.29837, 16.0766,2020-06-04-16-46-44.bag
748, 1591289283, 195504030, 0, 0.174033, -0.0100879, -0.052512, 1.85776, 1.24507, 16.024,2020-06-04-16-46-44.bag
749, 1591289283, 484268186, 0, 0.174618, 0.00212976, -0.00176102, 1.69246, 1.18877, 16.0223,2020-06-04-16-46-44.bag
750, 1591289283, 774263896, 0, 0.193848, 0.0111756, 0.0269831, 1.51156, 1.11821, 16.0493,2020-06-04-16-46-44.bag
751, 1591289284, 82013232, 0, 0.208804, 0.0136859, 0.0296374, 1.31939, 1.03542, 16.0789,2020-06-04-16-46-44.bag
752, 1591289284, 370784709, 0, 0.21547, 0.0148382, 0.0307485, 1.12395, 0.943486, 16.1097,2020-06-04-16-46-44.bag
753, 1591289284, 678542014, 0, 0.220676, 0.0106681, 0.0366546, 0.92501, 0.847387, 16.1463,2020-06-04-16-46-44.bag
754, 1591289284, 968558274, 0, 0.212024, 0.0169335, 0.085312, 0.740219, 0.742062, 16.2316,2020-06-04-16-46-44.bag
755, 1591289285, 277565663, 0, 0.195637, 0.0355538, 0.15733, 0.588578, 0.613444, 16.389,2020-06-04-16-46-44.bag
756, 1591289285, 566328107, 0, 0.186162, 0.0455126, 0.211482, 0.472593, 0.460882, 16.6004,2020-06-04-16-46-44.bag
757, 1591289285, 874090590, 0, 0.179371, 0.0632561, 0.260725, 0.409292, 0.281527, 16.8612,2020-06-04-16-46-44.bag
758, 1591289286, 160352517, 0, 0.17254, 0.0646827, 0.258091, 0.39844, 0.0975805, 17.1193,2020-06-04-16-46-44.bag
759, 1591289286, 468102314, 0, 0.148837, 0.0645182, 0.240725, 0.438498, -0.0596144, 17.36,2020-06-04-16-46-44.bag
760, 1591289286, 754371785, 0, 0.162016, 0.0676663, 0.194516, 0.519086, -0.215607, 17.5545,2020-06-04-16-46-44.bag
761, 1591289287, 59628715, 0, 0.162548, 0.029597, 0.102155, 0.591819, -0.363957, 17.6566,2020-06-04-16-46-44.bag
762, 1591289287, 345897647, 0, 0.125079, 0.0116341, 0.0166922, 0.648781, -0.475919, 17.6733,2020-06-04-16-46-44.bag
763, 1591289287, 651152278, 0, 0.0724714, 0.0154003, 0.0440235, 0.690858, -0.536901, 17.7174,2020-06-04-16-46-44.bag
764, 1591289287, 938663336, 0, 0.0098634, 0.00118942, 0.0122437, 0.696123, -0.545326, 17.7296,2020-06-04-16-46-44.bag
765, 1591289288, 245175515, 0, -0.00198844, -0.0019793, 0.000391862, 0.693475, -0.544399, 17.73,2020-06-04-16-46-44.bag
766, 1591289288, 532681918, 0, -0.00443014, -0.000235666, -0.00141884, 0.691331, -0.540515, 17.7286,2020-06-04-16-46-44.bag
767, 1591289288, 820200613, 0, -0.00377171, 0.000642249, -0.00200411, 0.69027, -0.536839, 17.7266,2020-06-04-16-46-44.bag
768, 1591289289, 127951087, 0, -0.0027109, 9.35519e-05, -0.000687239, 0.68918, -0.534355, 17.7259,2020-06-04-16-46-44.bag
769, 1591289289, 415383876, 0, -0.000817892, 0.000288645, -0.0011262, 0.689087, -0.533493, 17.7248,2020-06-04-16-46-44.bag
770, 1591289289, 723120309, 0, -0.000159457, 0.000837342, -0.000906718, 0.689774, -0.532988, 17.7239,2020-06-04-16-46-44.bag
771, 1591289290, 12041794, 0, -0.000232616, -0.000479531, -0.0005775, 0.689241, -0.532984, 17.7233,2020-06-04-16-46-44.bag
772, 1591289290, 319777785, 0, -0.000232617, -0.00146718, -0.0005775, 0.687816, -0.533405, 17.7227,2020-06-04-16-46-44.bag
773, 1591289290, 607287331, 0, -0.000232617, -0.000232617, 0.000300415, 0.687506, -0.533295, 17.723,2020-06-04-16-46-44.bag
774, 1591289290, 915052594, 0, 9.65998e-05, 9.66017e-05, 0.000300415, 0.687635, -0.533341, 17.7233,2020-06-04-16-46-44.bag
